ts_code,name,industry
002229.SZ,鸿博股份,广告包装
002253.SZ,*ST智胜,软件服务
002234.SZ,民和股份,农业综合
002246.SZ,北化股份,化工原料
002233.SZ,塔牌集团,水泥
002243.SZ,力合科创,广告包装
002236.SZ,大华股份,IT设备
002265.SZ,建设工业,专用机械
002252.SZ,上海莱士,生物制药
002240.SZ,盛新锂能,小金属
002247.SZ,聚力文化,其他建材
002239.SZ,奥特佳,汽车配件
002238.SZ,天威视讯,影视音像
002242.SZ,九阳股份,家用电器
002245.SZ,蔚蓝锂芯,电气设备
002241.SZ,歌尔股份,元器件
002248.SZ,华东数控,机床制造
002263.SZ,大东南,塑料
002274.SZ,华昌化工,农药化肥
002251.SZ,步步高,超市连锁
002256.SZ,兆新股份,新型电力
002261.SZ,拓维信息,软件服务
002255.SZ,海陆重工,专用机械
002259.SZ,升达林业,供气供热
002262.SZ,恩华药业,化学制药
002264.SZ,新华都,互联网
002258.SZ,利尔化学,农药化肥
002250.SZ,联化科技,化工原料
601668.SH,中国建筑,建筑工程
002267.SZ,陕天然气,供气供热
002268.SZ,电科网安,IT设备
002271.SZ,东方雨虹,其他建材
002269.SZ,美邦服饰,服饰
002270.SZ,华明装备,电气设备
002272.SZ,川润股份,机械基件
002266.SZ,浙富控股,环境保护
002275.SZ,桂林三金,中成药
002273.SZ,水晶光电,元器件
002396.SZ,星网锐捷,通信设备
601107.SH,四川成渝,路桥
601766.SH,中国中车,运输设备
601788.SH,光大证券,证券
002276.SZ,万马股份,电气设备
002282.SZ,博深股份,机械基件
002284.SZ,亚太股份,汽车配件
002283.SZ,天润工业,汽车配件
002362.SZ,汉王科技,软件服务
002277.SZ,友阿股份,百货
601727.SH,上海电气,电气设备
002278.SZ,神开股份,化工机械
002461.SZ,珠江啤酒,啤酒
002285.SZ,世联行,房产服务
002281.SZ,光迅科技,通信设备
002287.SZ,奇正藏药,中成药
002286.SZ,保龄宝,食品
002289.SZ,*ST宇顺,元器件
300370.SZ,安控科技,电器仪表
002290.SZ,禾盛新材,家用电器
002296.SZ,辉煌科技,通信设备
002295.SZ,精艺股份,铜
002291.SZ,遥望科技,广告包装
002300.SZ,太阳电缆,电气设备
002292.SZ,奥飞娱乐,影视音像
002293.SZ,罗莱生活,纺织
002294.SZ,信立泰,化学制药
600999.SH,招商证券,证券
002297.SZ,博云新材,航空
300002.SZ,神州泰岳,互联网
002599.SZ,盛通股份,广告包装
601126.SH,四方股份,电气设备
601633.SH,长城汽车,汽车整车
002467.SZ,二六三,互联网
002446.SZ,盛路通信,通信设备
002448.SZ,中原内配,汽车配件
002438.SZ,江苏神通,机械基件
002490.SZ,山东墨龙,化工机械
002419.SZ,天虹股份,百货
300445.SZ,康斯特,电器仪表
300353.SZ,东土科技,通信设备
300444.SZ,双杰电气,电气设备
002298.SZ,中电鑫龙,电气设备
002506.SZ,协鑫集成,电气设备
601888.SH,中国中免,旅游服务
002299.SZ,圣农发展,农业综合
002301.SZ,齐心集团,文教休闲
002489.SZ,浙江永强,家居用品
002304.SZ,洋河股份,白酒
002306.SZ,*ST云网,酒店餐饮
002365.SZ,永安药业,化学制药
002302.SZ,西部建设,水泥
002307.SZ,北新路桥,建筑工程
002350.SZ,北京科锐,电气设备
002315.SZ,焦点科技,互联网
002305.SZ,*ST南置,区域地产
002303.SZ,美盈森,造纸
002756.SZ,永兴材料,小金属
002310.SZ,东方新能,新型电力
601139.SH,深圳燃气,供气供热
002309.SZ,中利集团,电气设备
002311.SZ,海大集团,饲料
002312.SZ,川发龙蟒,化工原料
002523.SZ,天桥起重,专用机械
601618.SH,中国中冶,建筑工程
002313.SZ,日海智能,通信设备
002314.SZ,南山控股,区域地产
002316.SZ,亚联发展,软件服务
002356.SZ,赫美集团,其他商业
601117.SH,中国化学,建筑工程
002318.SZ,久立特材,特种钢
002327.SZ,富安娜,纺织
002317.SZ,众生药业,中成药
002319.SZ,乐通股份,染料涂料
002474.SZ,榕基软件,软件服务
002321.SZ,华英农业,农业综合
300010.SZ,豆神教育,软件服务
300001.SZ,特锐德,电气设备
002331.SZ,皖通科技,软件服务
300004.SZ,南风股份,电气设备
300008.SZ,天海防务,船舶
300003.SZ,乐普医疗,医疗保健
300006.SZ,莱美药业,化学制药
300007.SZ,汉威科技,电器仪表
300014.SZ,亿纬锂能,电气设备
300009.SZ,安科生物,生物制药
300011.SZ,鼎汉技术,运输设备
300005.SZ,探路者,服饰
300013.SZ,新宁物流,仓储物流
601801.SH,皖新传媒,出版业
002328.SZ,新朋股份,汽车配件
300012.SZ,华测检测,电器仪表
300018.SZ,中元股份,电气设备
300071.SZ,福石控股,广告包装
300017.SZ,网宿科技,软件服务
300015.SZ,爱尔眼科,医疗保健
300019.SZ,硅宝科技,化工原料
300020.SZ,ST银江,软件服务
300022.SZ,吉峰科技,农用机械
300024.SZ,机器人,专用机械
300021.SZ,大禹节水,建筑工程
300033.SZ,同花顺,软件服务
002320.SZ,海峡股份,水运
601877.SH,正泰电器,电气设备
300027.SZ,华谊兄弟,影视音像
300026.SZ,红日药业,中成药
300025.SZ,华星创业,通信设备
002324.SZ,普利特,塑料
002322.SZ,理工能科,软件服务
002323.SZ,雅博股份,建筑工程
002326.SZ,永太科技,化工原料
002330.SZ,得利斯,食品
002329.SZ,皇氏集团,乳制品
002333.SZ,罗普斯金,其他建材
002332.SZ,仙琚制药,化学制药
002334.SZ,英威腾,电气设备
002337.SZ,赛象科技,化工机械
002335.SZ,科华数据,电气设备
002338.SZ,奥普光电,电器仪表
002340.SZ,格林美,小金属
002561.SZ,徐家汇,百货
002339.SZ,积成电子,电气设备
002344.SZ,海宁皮城,商品城
300031.SZ,宝通科技,互联网
300139.SZ,晓程科技,黄金
002342.SZ,巨力索具,机械基件
002538.SZ,ST司特,农药化肥
002343.SZ,慈文传媒,影视音像
002345.SZ,潮宏基,服饰
002346.SZ,柘中股份,电气设备
002347.SZ,泰尔股份,机械基件
002348.SZ,高乐股份,文教休闲
002381.SZ,双箭股份,橡胶
300034.SZ,钢研高纳,航空
300032.SZ,金龙机电,元器件
002349.SZ,精华制药,中成药
601678.SH,滨化股份,化工原料
002351.SZ,漫步者,IT设备
002352.SZ,顺丰控股,仓储物流
002591.SZ,恒大高新,环境保护
002355.SZ,兴民智通,汽车配件
002353.SZ,杰瑞股份,化工机械
300029.SZ,*ST天龙,建筑工程
002354.SZ,天娱数科,互联网
300035.SZ,中科电气,电气设备
300247.SZ,融捷健康,医疗保健
300036.SZ,超图软件,软件服务
300030.SZ,阳普医疗,医疗保健
002358.SZ,森源电气,电气设备
002549.SZ,凯美特气,环境保护
300041.SZ,回天新材,化工原料
300037.SZ,新宙邦,化工原料
002357.SZ,富临运业,公共交通
002455.SZ,百川股份,化工原料
002370.SZ,亚太药业,化学制药
002375.SZ,亚厦股份,装修装饰
601688.SH,华泰证券,证券
002369.SZ,卓翼科技,通信设备
300040.SZ,九洲集团,新型电力
601058.SH,赛轮轮胎,汽车配件
002360.SZ,同德化工,化工原料
002364.SZ,中恒电气,电气设备
300039.SZ,上海凯宝,中成药
002367.SZ,康力电梯,运输设备
002366.SZ,融发核电,专用机械
601179.SH,中国西电,电气设备
002361.SZ,神剑股份,化工原料
002368.SZ,太极股份,软件服务
002374.SZ,中锐股份,广告包装
300042.SZ,朗科科技,IT设备
300045.SZ,华力创通,IT设备
300049.SZ,福瑞医科,医疗保健
300047.SZ,天源迪科,软件服务
002371.SZ,北方华创,半导体
300048.SZ,合康新能,电气设备
002373.SZ,千方科技,软件服务
002380.SZ,科远智慧,软件服务
002566.SZ,益盛药业,中成药
002372.SZ,伟星新材,其他建材
002376.SZ,新北洋,IT设备
002397.SZ,梦洁股份,纺织
601106.SH,中国一重,工程机械
002378.SZ,章源钨业,小金属
300050.SZ,世纪鼎利,通信设备
300044.SZ,ST赛为,软件服务
300046.SZ,台基股份,半导体
300043.SZ,星辉娱乐,互联网
603199.SH,九华旅游,旅游景点
002383.SZ,合众思壮,通信设备
002363.SZ,隆基机械,汽车配件
002379.SZ,宏桥控股,铝
002382.SZ,蓝帆医疗,医疗保健
002421.SZ,达实智能,软件服务
300277.SZ,汽轮科技,机械基件
300051.SZ,琏升科技,综合类
002392.SZ,北京利尔,其他建材
002630.SZ,ST华西,专用机械
002385.SZ,大北农,饲料
002384.SZ,东山精密,元器件
002386.SZ,天原股份,化工原料
002377.SZ,国创高新,其他建材
300052.SZ,ST中青宝,互联网
300054.SZ,鼎龙股份,化工原料
300264.SZ,佳创视讯,软件服务
002394.SZ,联发股份,纺织
002393.SZ,力生制药,化学制药
601158.SH,重庆水务,水务
002388.SZ,新亚制程,元器件
300053.SZ,航宇微,半导体
300057.SZ,万顺新材,铝
300055.SZ,万邦达,石油加工
300056.SZ,中创环保,环境保护
300058.SZ,蓝色光标,广告包装
002407.SZ,多氟多,化工原料
002387.SZ,维信诺,元器件
002395.SZ,双象股份,塑料
002389.SZ,航天彩虹,航空
002398.SZ,垒知集团,其他建材
002390.SZ,信邦制药,医药商业
002391.SZ,长青股份,农药化肥
601101.SH,昊华能源,煤炭开采
002399.SZ,海普瑞,化学制药
002410.SZ,广联达,软件服务
002408.SZ,齐翔腾达,化工原料
002401.SZ,中远海科,软件服务
002400.SZ,省广集团,广告包装
002404.SZ,嘉欣丝绸,纺织
002406.SZ,远东传动,汽车配件
300059.SZ,东方财富,证券
002808.SZ,*ST恒久,元器件
002405.SZ,四维图新,软件服务
002403.SZ,爱仕达,家用电器
002402.SZ,和而泰,元器件
002409.SZ,雅克科技,半导体
002412.SZ,汉森制药,中成药
601010.SH,文峰股份,百货
300061.SZ,旗天科技,互联网
002416.SZ,爱施德,电器连锁
002415.SZ,海康威视,IT设备
002414.SZ,高德红外,电器仪表
002413.SZ,雷科防务,通信设备
300098.SZ,高新兴,软件服务
300062.SZ,中能电气,电气设备
300087.SZ,荃银高科,种植业
300066.SZ,三川智慧,电器仪表
002425.SZ,凯撒文化,互联网
300063.SZ,天龙集团,互联网
300065.SZ,海兰信,船舶
300068.SZ,南都电源,电气设备
002418.SZ,康盛股份,家用电器
002420.SZ,毅昌科技,家用电器
601369.SH,陕鼓动力,机械基件
002422.SZ,科伦药业,化学制药
002423.SZ,中粮资本,多元金融
002428.SZ,云南锗业,小金属
002442.SZ,龙星科技,化工原料
002424.SZ,ST百灵,中成药
002426.SZ,胜利精密,元器件
002427.SZ,尤夫股份,化纤
002431.SZ,棕榈股份,建筑工程
002456.SZ,欧菲光,元器件
601188.SH,龙江交通,路桥
601518.SH,吉林高速,路桥
002644.SZ,佛慈制药,中成药
002430.SZ,杭氧股份,化工机械
002459.SZ,晶澳科技,电气设备
300073.SZ,当升科技,电气设备
300070.SZ,碧水源,环境保护
002432.SZ,九安医疗,医疗保健
002429.SZ,兆驰股份,家用电器
002434.SZ,万里扬,汽车配件
002436.SZ,兴森科技,元器件
300076.SZ,GQY视讯,IT设备
300072.SZ,海新能科,化工原料
300105.SZ,龙源技术,环境保护
300069.SZ,金利华电,电气设备
300067.SZ,安诺其,染料涂料
002440.SZ,闰土股份,染料涂料
002437.SZ,誉衡药业,化学制药
002443.SZ,金洲管道,钢加工
002622.SZ,皓宸医疗,医疗保健
300080.SZ,易成新能,电气设备
300075.SZ,数字政通,软件服务
002613.SZ,北玻股份,专用机械
300078.SZ,思创智联,软件服务
300074.SZ,华平股份,软件服务
300079.SZ,数码视讯,IT设备
300083.SZ,创世纪,机床制造
002439.SZ,启明星辰,软件服务
603002.SH,宏昌电子,化工原料
601012.SH,隆基绿能,电气设备
300077.SZ,国民技术,半导体
300082.SZ,奥克股份,化工原料
002469.SZ,三维化学,化工原料
002441.SZ,众业达,电气设备
300235.SZ,方直科技,软件服务
300084.SZ,海默科技,专用机械
002444.SZ,巨星科技,轻工机械
002492.SZ,恒基达鑫,仓储物流
002466.SZ,天齐锂业,小金属
002445.SZ,中南文化,钢加工
300238.SZ,冠昊生物,医疗保健
300086.SZ,康芝药业,化学制药
300101.SZ,振芯科技,通信设备
601118.SH,海南橡胶,橡胶
002449.SZ,国星光电,半导体
300091.SZ,*ST金灵,机械基件
300081.SZ,ST恒信,文教休闲
002458.SZ,益生股份,农业综合
002451.SZ,摩恩电气,电气设备
300272.SZ,开能健康,家用电器
300088.SZ,长信科技,元器件
300096.SZ,ST易联众,软件服务
002457.SZ,青龙管业,塑料
002529.SZ,*ST海源,专用机械
601000.SH,唐山港,港口
002452.SZ,长高电新,电气设备
002454.SZ,松芝股份,汽车配件
002453.SZ,华软科技,化工原料
002460.SZ,赣锋锂业,小金属
300085.SZ,银之杰,软件服务
601717.SH,中创智领,专用机械
300179.SZ,四方达,矿物制品
300097.SZ,智云股份,专用机械
002463.SZ,沪电股份,元器件
002462.SZ,嘉事堂,医药商业
300099.SZ,尤洛卡,电器仪表
300093.SZ,*ST金刚,电气设备
601718.SH,际华集团,服饰
300253.SZ,卫宁健康,软件服务
300094.SZ,国联水产,渔业
300124.SZ,汇川技术,电器仪表
300152.SZ,ST新动力,环境保护
300321.SZ,同大股份,塑料
300095.SZ,华伍股份,专用机械
300245.SZ,天玑科技,软件服务
300092.SZ,科新机电,专用机械
300100.SZ,双林股份,汽车配件
002496.SZ,*ST辉丰,农药化肥
300103.SZ,达刚控股,专用机械
300102.SZ,乾照光电,半导体
002465.SZ,海格通信,通信设备
601018.SH,宁波港,港口
002484.SZ,江海股份,元器件
300126.SZ,锐奇股份,轻工机械
601288.SH,农业银行,银行
002468.SZ,申通快递,仓储物流
300110.SZ,华仁药业,化学制药
300173.SZ,ST福能,轻工机械
002476.SZ,宝莫股份,化工原料
002470.SZ,金正大,农药化肥
300107.SZ,建新股份,化工原料
300305.SZ,裕兴股份,塑料
601177.SH,杭齿前进,机械基件
601377.SH,兴业证券,证券
300106.SZ,西部牧业,乳制品
300113.SZ,顺网科技,互联网
302132.SZ,中航成飞,航空
300112.SZ,万讯自控,电器仪表
300133.SZ,华策影视,影视音像
300129.SZ,泰胜风能,电气设备
300118.SZ,东方日升,电气设备
300109.SZ,新开源,化工原料
300111.SZ,向日葵,化学制药
002478.SZ,常宝股份,钢加工
002471.SZ,中超控股,电气设备
300115.SZ,长盈精密,元器件
002527.SZ,新时达,电器仪表
002530.SZ,金财互联,专用机械
002614.SZ,奥佳华,家用电器
002472.SZ,双环传动,汽车配件
002569.SZ,*ST步森,服饰
002595.SZ,豪迈科技,专用机械
002475.SZ,立讯精密,元器件
601098.SH,中南传媒,出版业
300120.SZ,经纬辉开,元器件
300128.SZ,锦富技术,元器件
002479.SZ,富春环保,新型电力
002480.SZ,新筑股份,运输设备
002481.SZ,双塔食品,食品
300121.SZ,阳谷华泰,化工原料
300119.SZ,瑞普生物,农业综合
601818.SH,光大银行,银行
300125.SZ,*ST聆达,电气设备
002486.SZ,嘉麟杰,服饰
002485.SZ,ST雪发,商贸代理
002482.SZ,广田集团,装修装饰
002500.SZ,山西证券,证券
002521.SZ,齐峰新材,造纸
300123.SZ,亚光科技,半导体
300122.SZ,智飞生物,生物制药
002488.SZ,金固股份,汽车配件
002487.SZ,大金重工,电气设备
002495.SZ,佳隆股份,食品
002615.SZ,哈尔斯,家居用品
300127.SZ,银河磁体,矿物制品
600998.SH,九州通,医药商业
002518.SZ,科士达,电气设备
002493.SZ,荣盛石化,化纤
002491.SZ,通鼎互联,通信设备
002483.SZ,润邦股份,专用机械
300134.SZ,大富科技,通信设备
300130.SZ,新国都,IT设备
300135.SZ,宝利国际,石油加工
300329.SZ,海伦钢琴,文教休闲
002497.SZ,雅化集团,小金属
002494.SZ,华斯股份,服饰
601996.SH,丰林集团,家居用品
300401.SZ,花园生物,化学制药
300131.SZ,英唐智控,元器件
002498.SZ,汉缆股份,电气设备
300137.SZ,先河环保,环境保护
300132.SZ,青松股份,化工原料
002643.SZ,万润股份,化工原料
002805.SZ,丰元股份,电气设备
300138.SZ,晨光生物,食品
300136.SZ,信维通信,元器件
002889.SZ,东方嘉盛,仓储物流
300142.SZ,沃森生物,生物制药
002501.SZ,利源股份,铝
300141.SZ,和顺电气,电气设备
300140.SZ,节能环境,环境保护
002511.SZ,中顺洁柔,造纸
002510.SZ,天汽模,汽车配件
002554.SZ,惠博普,石油开采
002508.SZ,老板电器,家用电器
002738.SZ,中矿资源,小金属
300154.SZ,瑞凌股份,机械基件
300331.SZ,苏大维格,元器件
300144.SZ,宋城演艺,旅游景点
300143.SZ,盈康生命,医疗保健
002514.SZ,宝馨科技,机械基件
002507.SZ,涪陵榨菜,食品
002513.SZ,蓝丰生化,新型电力
601777.SH,千里科技,摩托车
601880.SH,辽港股份,港口
002515.SZ,金字火腿,食品
300145.SZ,南方泵业,机械基件
300148.SZ,天舟文化,出版业
002520.SZ,日发精机,机床制造
002512.SZ,ST达华,IT设备
300168.SZ,万达信息,软件服务
300158.SZ,振东制药,化学制药
002516.SZ,旷达科技,汽车配件
002517.SZ,恺英网络,互联网
603167.SH,渤海轮渡,水运
002519.SZ,银河电子,通信设备
300157.SZ,新锦动力,专用机械
002522.SZ,浙江众成,塑料
300146.SZ,汤臣倍健,食品
300149.SZ,睿智医药,生物制药
002743.SZ,富煌钢构,钢加工
002547.SZ,春兴精工,汽车配件
300155.SZ,安居宝,IT设备
300151.SZ,昌红科技,专用机械
002606.SZ,大连电瓷,电气设备
002524.SZ,光正眼科,医疗保健
002528.SZ,ST英飞拓,IT设备
300147.SZ,ST香雪,中成药
300153.SZ,科泰电源,电气设备
002526.SZ,山东矿机,工程机械
002532.SZ,天山铝业,铝
002534.SZ,西子洁能,专用机械
002531.SZ,天顺风能,电气设备
300169.SZ,天晟新材,塑料
300162.SZ,雷曼光电,元器件
300161.SZ,华中数控,机床制造
002540.SZ,亚太科技,铝
002702.SZ,海欣食品,食品
002567.SZ,唐人神,饲料
601933.SH,永辉超市,超市连锁
300191.SZ,潜能恒信,石油开采
300159.SZ,*ST新研,农用机械
300165.SZ,天瑞仪器,电器仪表
300223.SZ,北京君正,半导体
002535.SZ,林州重机,工程机械
002609.SZ,捷顺科技,软件服务
300164.SZ,通源石油,石油开采
300163.SZ,先锋新材,家居用品
300160.SZ,秀强股份,家用电器
002536.SZ,飞龙股份,汽车配件
002557.SZ,洽洽食品,食品
002539.SZ,云图控股,农药化肥
601890.SH,亚星锚链,船舶
002533.SZ,金杯电工,电气设备
300170.SZ,汉得信息,软件服务
300174.SZ,元力股份,化工原料
300166.SZ,东方国信,软件服务
300167.SZ,ST迪威迅,软件服务
002537.SZ,海联金汇,汽车配件
300172.SZ,中电环保,环境保护
300171.SZ,东富龙,医疗保健
300194.SZ,福安药业,化学制药
300175.SZ,ST朗源,食品
300180.SZ,华峰超纤,化纤
002545.SZ,东方铁塔,农药化肥
002550.SZ,千红制药,生物制药
002544.SZ,普天科技,通信设备
002541.SZ,鸿路钢构,钢加工
601116.SH,三江购物,超市连锁
002570.SZ,贝因美,乳制品
002551.SZ,尚荣医疗,医疗保健
300177.SZ,中海达,通信设备
300176.SZ,鸿特科技,汽车配件
002542.SZ,中化岩土,建筑工程
300181.SZ,佐力药业,中成药
601700.SH,风范股份,电气设备
601137.SH,博威合金,小金属
300193.SZ,佳士科技,专用机械
300183.SZ,东软载波,通信设备
300197.SZ,节能铁汉,环境保护
002543.SZ,万和电气,家用电器
601519.SH,大智慧,软件服务
002552.SZ,宝鼎科技,元器件
002546.SZ,新联电子,电气设备
601799.SH,星宇股份,汽车配件
300184.SZ,力源信息,元器件
300182.SZ,捷成股份,影视音像
002769.SZ,普路通,仓储物流
601616.SH,广电电气,电气设备
300340.SZ,科恒股份,电气设备
300203.SZ,聚光科技,电器仪表
002558.SZ,巨人网络,互联网
002555.SZ,三七互娱,互联网
002548.SZ,金新农,饲料
300229.SZ,拓尔思,软件服务
002706.SZ,良信股份,电气设备
002559.SZ,亚威股份,机床制造
601216.SH,君正集团,化工原料
601789.SH,宁波建工,建筑工程
002553.SZ,南方精工,汽车配件
300205.SZ,*ST天喻,通信设备
300220.SZ,金运激光,专用机械
300198.SZ,ST纳川,塑料
300188.SZ,国投智能,软件服务
300195.SZ,长荣股份,轻工机械
300196.SZ,长海股份,玻璃
300187.SZ,永清环保,环境保护
300345.SZ,华民股份,电气设备
300185.SZ,通裕重工,工程机械
002556.SZ,辉隆股份,农药化肥
300190.SZ,维尔利,环境保护
601011.SH,宝泰隆,焦炭加工
002560.SZ,通达股份,电气设备
002565.SZ,顺灏股份,造纸
002577.SZ,雷柏科技,IT设备
300375.SZ,鹏翎股份,汽车配件
300211.SZ,*ST亿通,通信设备
300192.SZ,科德教育,文教休闲
300189.SZ,神农种业,种植业
601992.SH,金隅集团,水泥
002563.SZ,森马服饰,服饰
601199.SH,江南水务,水务
300204.SZ,舒泰神,生物制药
300214.SZ,日科化学,化工原料
300199.SZ,翰宇药业,化学制药
300200.SZ,高盟新材,化工原料
002562.SZ,兄弟科技,化学制药
002564.SZ,天沃科技,化工机械
002571.SZ,德力股份,家居用品
002568.SZ,百润股份,红黄酒
300201.SZ,海伦哲,工程机械
300366.SZ,ST创意,软件服务
603328.SH,依顿电子,元器件
002579.SZ,中京电子,元器件
002581.SZ,ST未名,生物制药
601218.SH,吉鑫科技,电气设备
002572.SZ,索菲亚,家居用品
002573.SZ,清新环境,环境保护
002574.SZ,明牌珠宝,服饰
002576.SZ,通达动力,电气设备
603006.SH,联明股份,汽车配件
002575.SZ,群兴玩具,文教休闲
300206.SZ,理邦仪器,医疗保健
300210.SZ,森远股份,专用机械
300209.SZ,行云科技,互联网
002580.SZ,圣阳股份,电气设备
601566.SH,九牧王,服饰
601113.SH,华鼎股份,化纤
002578.SZ,闽发铝业,铝
300207.SZ,欣旺达,电气设备
300212.SZ,易华录,软件服务
601233.SH,桐昆股份,化纤
601208.SH,东材科技,化工原料
300402.SZ,宝色股份,专用机械
300218.SZ,安利股份,塑料
002584.SZ,西陇科学,化工原料
002582.SZ,好想你,食品
601222.SH,林洋能源,新型电力
300225.SZ,*ST金泰,染料涂料
300215.SZ,电科院,电气设备
300257.SZ,开山股份,机械基件
300219.SZ,鸿利智汇,元器件
300222.SZ,科大智能,电气设备
300217.SZ,东方电热,家用电器
300221.SZ,银禧科技,塑料
002583.SZ,海能达,通信设备
601599.SH,浙文影业,纺织
002590.SZ,万安科技,汽车配件
300231.SZ,银信科技,软件服务
002592.SZ,ST八菱,汽车配件
300227.SZ,光韵达,专用机械
300224.SZ,正海磁材,矿物制品
300228.SZ,富瑞特装,化工机械
300249.SZ,依米康,IT设备
300226.SZ,上海钢联,互联网
300240.SZ,飞力达,仓储物流
300381.SZ,溢多利,化学制药
002585.SZ,双星新材,塑料
601311.SH,骆驼股份,电气设备
002586.SZ,ST围海,建筑工程
300230.SZ,永利股份,塑料
300232.SZ,洲明科技,元器件
300234.SZ,开尔新材,陶瓷
601798.SH,蓝科高新,化工机械
002589.SZ,瑞康医药,医药商业
002587.SZ,奥拓电子,元器件
300233.SZ,金城医药,化学制药
300236.SZ,上海新阳,半导体
300237.SZ,ST美晨,汽车配件
603156.SH,养元饮品,软饮料
002778.SZ,中晟高科,环境保护
002588.SZ,史丹利,农药化肥
601567.SH,三星医疗,电气设备
002783.SZ,凯龙股份,化工原料
002605.SZ,姚记科技,互联网
002594.SZ,比亚迪,汽车整车
300239.SZ,东宝生物,生物制药
002593.SZ,日上集团,钢加工
002596.SZ,海南瑞泽,水泥
002734.SZ,利民股份,农药化肥
002626.SZ,金达威,医疗保健
002600.SZ,领益智造,元器件
002601.SZ,龙佰集团,化工原料
002597.SZ,金禾实业,食品
002598.SZ,ST章鼓,机械基件
300242.SZ,佳云科技,互联网
300258.SZ,精锻科技,汽车配件
300241.SZ,瑞丰光电,半导体
601901.SH,方正证券,证券
002607.SZ,中公教育,文教休闲
002602.SZ,世纪华通,互联网
300243.SZ,瑞丰高材,化工原料
300244.SZ,迪安诊断,医疗保健
002603.SZ,以岭药业,中成药
300248.SZ,新开普,软件服务
300250.SZ,初灵信息,软件服务
300246.SZ,宝莱特,医疗保健
002620.SZ,ST瑞和,装修装饰
603456.SH,九洲药业,医疗保健
300251.SZ,光线传媒,影视音像
002627.SZ,三峡旅游,旅游景点
002911.SZ,佛燃能源,供气供热
002608.SZ,江苏国信,火力发电
300254.SZ,仟源医药,化学制药
300256.SZ,星星科技,元器件
300255.SZ,常山药业,生物制药
601636.SH,旗滨集团,玻璃
300260.SZ,新莱应材,机械基件
300252.SZ,金信诺,通信设备
002830.SZ,名雕股份,装修装饰
002717.SZ,ST岭南,环境保护
603197.SH,保隆科技,汽车配件
300265.SZ,通光线缆,电气设备
300267.SZ,尔康制药,化学制药
300259.SZ,新天科技,电器仪表
300303.SZ,聚飞光电,半导体
002629.SZ,仁智股份,石油开采
300284.SZ,苏交科,建筑工程
601908.SH,京运通,电气设备
601886.SH,江河集团,装修装饰
300269.SZ,联建光电,元器件
300261.SZ,雅本化学,农药化肥
002611.SZ,东方精工,轻工机械
603518.SH,锦泓集团,服饰
300268.SZ,*ST佳沃,农业综合
300263.SZ,隆华科技,专用机械
300294.SZ,博雅生物,生物制药
002616.SZ,长青集团,环境保护
300270.SZ,中威电子,IT设备
601677.SH,明泰铝业,铝
002612.SZ,朗姿股份,服饰
002624.SZ,完美世界,互联网
002745.SZ,木林森,元器件
002641.SZ,公元股份,塑料
002617.SZ,露笑科技,电气设备
300266.SZ,兴源环境,环境保护
601669.SH,中国电建,建筑工程
300274.SZ,阳光电源,电气设备
601100.SH,恒立液压,工程机械
300729.SZ,乐歌股份,家居用品
300283.SZ,温州宏丰,电气设备
300275.SZ,梅安森,工程机械
002628.SZ,成都路桥,建筑工程
002625.SZ,光启技术,航空
603686.SH,福龙马,环境保护
002623.SZ,亚玛顿,玻璃
601225.SH,陕西煤业,煤炭开采
002637.SZ,赞宇科技,日用化工
002636.SZ,金安国纪,元器件
601555.SH,东吴证券,证券
300278.SZ,华昌达,专用机械
002634.SZ,棒杰股份,服饰
002640.SZ,跨境通,互联网
002631.SZ,德尔未来,家居用品
002633.SZ,申科股份,机械基件
300276.SZ,三丰智能,专用机械
603001.SH,奥康国际,服饰
601800.SH,中国交建,建筑工程
002635.SZ,安洁科技,元器件
300293.SZ,蓝英装备,专用机械
002632.SZ,道明光学,塑料
002648.SZ,卫星化学,化工原料
300279.SZ,和晶科技,元器件
002646.SZ,天佑德酒,白酒
002639.SZ,雪人集团,专用机械
002645.SZ,华宏科技,专用机械
300285.SZ,国瓷材料,陶瓷
300281.SZ,金明精机,专用机械
601928.SH,凤凰传媒,出版业
002673.SZ,西部证券,证券
002638.SZ,勤上股份,家用电器
002647.SZ,*ST仁东,多元金融
300286.SZ,安科瑞,电器仪表
300295.SZ,三六五网,互联网
300288.SZ,朗玛信息,软件服务
002668.SZ,TCL智家,家用电器
002642.SZ,荣联科技,软件服务
002651.SZ,利君股份,航空
603599.SH,广信股份,农药化肥
300324.SZ,旋极信息,软件服务
300350.SZ,华鹏飞,仓储物流
300287.SZ,飞利信,软件服务
300290.SZ,荣科科技,软件服务
601360.SH,三六零,互联网
002649.SZ,博彦科技,软件服务
002664.SZ,信质集团,汽车配件
300298.SZ,三诺生物,医疗保健
002655.SZ,共达电声,元器件
002656.SZ,*ST摩登,服饰
601368.SH,绿城水务,水务
601336.SH,新华保险,保险
002667.SZ,威领股份,小金属
300289.SZ,利德曼,医疗保健
300532.SZ,今天国际,软件服务
300483.SZ,首华燃气,石油开采
002662.SZ,峰璟股份,汽车配件
002688.SZ,金河生物,农业综合
300291.SZ,百纳千成,影视音像
002652.SZ,扬子新材,其他建材
603729.SH,龙韵股份,广告包装
002650.SZ,ST加加,食品
300292.SZ,吴通控股,互联网
002666.SZ,德联集团,化工原料
601929.SH,吉视传媒,影视音像
300358.SZ,楚天科技,医疗保健
